,gnn_auc,gnn_f1,gnn_ap
117,0.9280481131301029,1.5037733641813067,0.6855260158744197
120,0.9295994462738886,1.540115204719776,0.7100957406187721
123,0.9310054696569132,1.5111951456348467,0.6989385502884046
126,0.9300639633480509,1.516544665732995,0.7015529070715663
129,0.9292508002981799,1.5213752371929787,0.692420265428393
132,0.9345124375730186,1.5573276012114128,0.7249273880520611
135,0.9268663995544406,1.4998683587175266,0.6686540567748654
138,0.929899352646143,1.539130606702102,0.6863997689436026
141,0.9322487804335989,1.5302206198386281,0.7139195902667654
144,0.928578649022552,1.5266721643420647,0.6811408754846149
147,0.9308726611462776,1.535896409661116,0.711131204743847
150,0.9295398344371958,1.5371584372140457,0.7034588248480766
153,0.9299782217896019,1.5209659217267817,0.7016325580763513
156,0.930201600730172,1.51795974097477,0.713501391915176
159,0.932147701390267,1.554197250471276,0.7308260194659237
162,0.9321588281573939,1.54402982686642,0.7120611944694677
165,0.933683486149662,1.5619562334223167,0.729246570819279
168,0.9285611734530057,1.5133105627700625,0.6996782979864397
171,0.9346573837139386,1.5397161935741424,0.7162226635988611
174,0.9333932229755844,1.5292599787175827,0.7185826226487971
177,0.9300120166176012,1.5195846086487885,0.6971327437974495
180,0.9295301912390191,1.5866775474334927,0.7166507302736714
183,0.89893945764559,1.4723856088158758,0.6185308980372467
186,0.8859525350440803,1.329771569832189,0.5115867510839115
189,0.8355918197986175,1.42296197712765,0.44587925981395427
192,0.8556627841376343,1.350270524629096,0.46285123786193183
195,0.8752928376025503,1.393889233892016,0.4997589676575136
198,0.8993619184489712,1.441654433586423,0.5676617350210127
201,0.907953295329533,1.4353084447279836,0.5678583471581091
204,0.9097202332216934,1.3909487691211777,0.5729379471845636
207,0.9151535936025248,1.422799534692769,0.6124863635801122
210,0.9182803024339665,1.450623888760216,0.6394282488716785
213,0.9211607170024739,1.454612825526642,0.6530329380478065
216,0.9190201960859263,1.423671215098672,0.6400403821601657
219,0.922052341941582,1.4623698292699931,0.6527462966943599
222,0.9213903283871145,1.458725467434689,0.6508079516429696
225,0.9204799915710011,1.4558111167180046,0.6470313245516218
228,0.9230034478142404,1.4961983422865157,0.6724563582762272
231,0.9242549473097398,1.4816664959543975,0.675881376969797
234,0.9244425096959958,1.489089589040756,0.67477468715109
237,0.9264127765307072,1.4971020757330802,0.6850946639689692
240,0.9272793335179941,1.5066423782086908,0.6979954430808701
243,0.9273497448639572,1.5093665452035696,0.7072362078010321
246,0.9267227551725504,1.4884285459695303,0.6961881537863778
249,0.9293206880315723,1.5228968039282493,0.710109774532431
252,0.9286706375698652,1.51018045212979,0.7015071578345904
255,0.9292291212832744,1.5319858964241129,0.7093958292360847
258,0.9304669050383805,1.5268179242969775,0.7183574379710217
261,0.9300050569338493,1.492888012082606,0.7087219779475188
264,0.9304669923071422,1.5241731517696289,0.7230500466438997
267,0.9315023634416961,1.5171311373312837,0.7196197244253654
270,0.9306926693251057,1.5014973388306496,0.7044581992680287
273,0.9309096267392882,1.5371885923067368,0.7173756671411733
276,0.9320166891616445,1.5521480588197332,0.7267678458126088
279,0.9323386454410421,1.5497561594972302,0.7257072928900679
282,0.9322733611348337,1.5273718320606477,0.7156547901321059
285,0.9309284986090232,1.5162169456123638,0.7083126368221243
288,0.931727480485105,1.551572769595058,0.7136375148432678
