,gnn_auc,gnn_f1,gnn_ap
750,0.955109545276808,0.8592224350364667,0.8362903685715923
753,0.9549121869720422,0.8677409160059089,0.8399285609098901
756,0.9559282789826393,0.8617855605157256,0.8331198427506568
759,0.9551603211513706,0.8379703313894681,0.8233724837668349
762,0.9555930942134354,0.837740478646165,0.8214512470964684
765,0.9551295225508589,0.8279563962400449,0.8177090828766422
768,0.9580176022256094,0.8599798569042039,0.8278450032179839
771,0.9569142414532318,0.8504022125549798,0.8338396568055232
774,0.9580044610045648,0.8407231458246044,0.8286878237153481
777,0.9581516906780848,0.8539226000845578,0.8379452381286342
780,0.9571589576060573,0.8590647970727959,0.8391377758717239
783,0.9576543460046993,0.8503476363706746,0.8356937768855721
786,0.9567287735172586,0.8494775495564053,0.8388155034457715
789,0.9569309606935097,0.8439269341717957,0.8275068722161742
792,0.9563203920741115,0.8352621333433585,0.8246531273970432
795,0.9561414620228749,0.8479804686814382,0.8369452574907162
798,0.9556598984505781,0.8348061394805601,0.8247824035851214
801,0.9559890398580289,0.8448235270806549,0.8290870439853042
804,0.9556437973640295,0.8548669518829088,0.8327205574887186
807,0.955433886902361,0.8596491207259043,0.8406029140069083
810,0.9555276208249095,0.8592687782912988,0.8466730665435005
813,0.9558078626361763,0.8496035966879517,0.8401775750519798
816,0.9560716688306411,0.857954344611338,0.8401491027628756
819,0.9543462126899135,0.8669479575984669,0.849806976667
822,0.9503427000640728,0.8643651775336684,0.7944584453043093
825,0.9476073625396281,0.8674552329753599,0.7692665617970187
828,0.94480355539917,0.8216818279676971,0.7721472430767862
831,0.9486637654457708,0.8585352595025803,0.8263525613750328
834,0.9499252644868909,0.8560669623927748,0.8135954542994279
837,0.9517212701491208,0.8424102061560154,0.8277382750331244
840,0.9536440773222173,0.8399417925397314,0.8191873437800782
843,0.954440033881224,0.8389750823252033,0.8387359041497606
846,0.9549945323211787,0.8503404731994255,0.8374613023915336
849,0.9537137687008959,0.8486105159347491,0.8371623215940289
852,0.9539567031165014,0.851316123223203,0.8426642228405254
855,0.9535536814298067,0.8417672076656437,0.828578172556429
858,0.9544454590892482,0.8610573369691369,0.8510139526603135
861,0.9550990293910137,0.8555760004760986,0.8456784755688818
864,0.9526355631491015,0.8600748001446349,0.8462068962183533
